sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
2113,Cải lương,cailuong/audio_17_164.wav,2,Vừa,Thấp,Trầm,Cao,Nhanh,Rất cao,Vừa
2114,Cải lương,cailuong/audio_24_151.wav,1,Yếu,Cao,Trầm,Cao,Vừa,Cao,Ít luyến
2115,Cải lương,cailuong/audio_24_151.wav,2,Yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2116,Cải lương,cailuong/audio_15_181.wav,1,Yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2117,Cải lương,cailuong/audio_15_181.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2118,Cải lương,cailuong/audio_6_197.wav,1,Vừa,Cao,Trung,Cao,Nhanh,Rất cao,Nhiều luyến
2119,Cải lương,cailuong/audio_6_197.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất cao,Vừa
2120,Cải lương,cailuong/audio_20_003.wav,1,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2121,Cải lương,cailuong/audio_20_003.wav,2,Yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
2122,Cải lương,cailuong/audio_13_110.wav,1,Rất yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2123,Cải lương,cailuong/audio_13_110.wav,2,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Vừa
2124,Cải lương,cailuong/audio_20_128.wav,1,Rất yếu,Cao,Cao,Trung bình,Vừa,Rất cao,Nhiều luyến
2125,Cải lương,cailuong/audio_20_128.wav,2,Vừa,Thấp,Trung,Trung bình,Nhanh,Rất cao,Nhiều luyến
2126,Cải lương,cailuong/audio_22_106.wav,1,Yếu,Thấp,Cao,Trung bình,Chậm,Rất cao,Vừa
2127,Cải lương,cailuong/audio_22_106.wav,2,Mạnh,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2128,Cải lương,cailuong/audio_19_038.wav,1,Yếu,Trung bình,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2129,Cải lương,cailuong/audio_19_038.wav,2,Rất yếu,Cao,Trung,Trung bình,Nhanh,Rất cao,Vừa
2130,Cải lương,cailuong/audio_17_179.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Trung bình,Vừa
2131,Cải lương,cailuong/audio_17_179.wav,2,Yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Nhiều luyến
2132,Cải lương,cailuong/audio_24_140.wav,1,Yếu,Cao,Trung,Cao,Chậm,Rất cao,Vừa
2133,Cải lương,cailuong/audio_24_140.wav,2,Mạnh,Cao,Trầm,Cao,Chậm,Cao,Vừa
2134,Cải lương,cailuong/audio_25_104.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2135,Cải lương,cailuong/audio_25_104.wav,2,Rất yếu,Trung bình,Trung,Trung bình,Vừa,Rất cao,Ít luyến
2136,Cải lương,cailuong/audio_12_083.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2137,Cải lương,cailuong/audio_12_083.wav,2,Vừa,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2138,Cải lương,cailuong/audio_4_101.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Cao,Ít luyến
2139,Cải lương,cailuong/audio_4_101.wav,2,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Vừa
2140,Cải lương,cailuong/audio_20_005.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Cao,Vừa
2141,Cải lương,cailuong/audio_20_005.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất cao,Vừa
2142,Cải lương,cailuong/audio_14_069.wav,1,Vừa,Cao,Trung,Trung bình,Chậm,Rất cao,Ít luyến
2143,Cải lương,cailuong/audio_14_069.wav,2,Vừa,Cao,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2144,Cải lương,cailuong/audio_12_147.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
2145,Cải lương,cailuong/audio_12_147.wav,2,Mạnh,Thấp,Trầm,Thấp,Nhanh,Cao,Vừa
2146,Cải lương,cailuong/audio_4_081.wav,1,Mạnh,Cao,Rất trầm,Thấp,Chậm,Thấp,Ít luyến
2147,Cải lương,cailuong/audio_4_081.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Cao,Ít luyến
2148,Cải lương,cailuong/audio_10_053.wav,1,Mạnh,Cao,Trung,Trung bình,Chậm,Rất cao,Ít luyến
2149,Cải lương,cailuong/audio_10_053.wav,2,Mạnh,Cao,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
2150,Cải lương,cailuong/audio_7_011.wav,1,Rất yếu,Cao,Trung,Cao,Chậm,Rất cao,Ít luyến
2151,Cải lương,cailuong/audio_7_011.wav,2,Rất yếu,Thấp,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2152,Cải lương,cailuong/audio_18_114.wav,1,Yếu,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
2153,Cải lương,cailuong/audio_18_114.wav,2,Rất yếu,Thấp,Trầm,Thấp,Chậm,Cao,Ít luyến
2154,Cải lương,cailuong/audio_24_186.wav,1,Yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2155,Cải lương,cailuong/audio_24_186.wav,2,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2156,Cải lương,cailuong/audio_15_040.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Vừa
2157,Cải lương,cailuong/audio_15_040.wav,2,Yếu,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2158,Cải lương,cailuong/audio_21_049.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2159,Cải lương,cailuong/audio_21_049.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất cao,Vừa
2160,Cải lương,cailuong/audio_12_171.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
2161,Cải lương,cailuong/audio_12_171.wav,2,Mạnh,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2162,Cải lương,cailuong/audio_8_179.wav,1,Rất yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2163,Cải lương,cailuong/audio_8_179.wav,2,Yếu,Cao,Trầm,Cao,Chậm,Cao,Vừa
2164,Cải lương,cailuong/audio_9_151.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất thấp,Vừa
2165,Cải lương,cailuong/audio_9_151.wav,2,Mạnh,Cao,Trung,Thấp,Nhanh,Rất thấp,Vừa
2166,Cải lương,cailuong/audio_23_135.wav,1,Yếu,Cao,Trung,Trung bình,Nhanh,Rất cao,Vừa
2167,Cải lương,cailuong/audio_23_135.wav,2,Yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2168,Cải lương,cailuong/audio_8_159.wav,1,Rất yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2169,Cải lương,cailuong/audio_8_159.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Thấp,Nhiều luyến
2170,Cải lương,cailuong/audio_20_018.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Cao,Vừa
2171,Cải lương,cailuong/audio_20_018.wav,2,Yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2172,Cải lương,cailuong/audio_2_027.wav,1,Mạnh,Cao,Trầm,Cao,Chậm,Rất cao,Nhiều luyến
2173,Cải lương,cailuong/audio_2_027.wav,2,Mạnh,Cao,Trung,Cao,Vừa,Rất cao,Vừa
2174,Cải lương,cailuong/audio_8_122.wav,1,Vừa,Cao,Cao,Trung bình,Nhanh,Rất cao,Nhiều luyến
2175,Cải lương,cailuong/audio_8_122.wav,2,Rất yếu,Cao,Cao,Trung bình,Nhanh,Rất cao,Nhiều luyến
2176,Cải lương,cailuong/audio_20_004.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Trung bình,Vừa
2177,Cải lương,cailuong/audio_20_004.wav,2,Yếu,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
2178,Cải lương,cailuong/audio_26_120.wav,1,Vừa,Trung bình,Trầm,Trung bình,Nhanh,Cao,Vừa
2179,Cải lương,cailuong/audio_26_120.wav,2,Vừa,Cao,Trầm,Trung bình,Nhanh,Rất cao,Vừa
2180,Cải lương,cailuong/audio_3_058.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
2181,Cải lương,cailuong/audio_3_058.wav,2,Yếu,Cao,Cao,Cao,Vừa,Rất cao,Vừa
2182,Cải lương,cailuong/audio_5_030.wav,1,Vừa,Cao,Trung,Thấp,Nhanh,Rất cao,Vừa
2183,Cải lương,cailuong/audio_5_030.wav,2,Vừa,Thấp,Trầm,Thấp,Chậm,Rất cao,Vừa
2184,Cải lương,cailuong/audio_18_135.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Trung bình,Ít luyến
2185,Cải lương,cailuong/audio_18_135.wav,2,Rất yếu,Thấp,Cao,Thấp,Vừa,Cao,Vừa
2186,Cải lương,cailuong/audio_5_166.wav,1,Yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2187,Cải lương,cailuong/audio_5_166.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2188,Cải lương,cailuong/audio_22_094.wav,1,Yếu,Cao,Trung,Thấp,Vừa,Rất cao,Vừa
2189,Cải lương,cailuong/audio_22_094.wav,2,Yếu,Thấp,Trầm,Thấp,Chậm,Trung bình,Vừa
2190,Cải lương,cailuong/audio_17_135.wav,1,Mạnh,Trung bình,Trầm,Trung bình,Chậm,Cao,Vừa
2191,Cải lương,cailuong/audio_17_135.wav,2,Yếu,Thấp,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2192,Cải lương,cailuong/audio_11_164.wav,1,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2193,Cải lương,cailuong/audio_11_164.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
2194,Cải lương,cailuong/audio_17_096.wav,1,Rất mạnh,Thấp,Trầm,Cao,Nhanh,Rất thấp,Vừa
2195,Cải lương,cailuong/audio_17_096.wav,2,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2196,Cải lương,cailuong/audio_17_023.wav,1,Yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
2197,Cải lương,cailuong/audio_17_023.wav,2,Yếu,Thấp,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
2198,Cải lương,cailuong/audio_4_002.wav,1,Vừa,Thấp,Trầm,Thấp,Nhanh,Rất cao,Vừa
2199,Cải lương,cailuong/audio_4_002.wav,2,Vừa,Cao,Trầm,Thấp,Vừa,Rất cao,Vừa
2200,Cải lương,cailuong/audio_7_015.wav,1,Yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2201,Cải lương,cailuong/audio_7_015.wav,2,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2202,Cải lương,cailuong/audio_8_256.wav,1,Rất yếu,Trung bình,Trầm,Cao,Chậm,Rất cao,Ít luyến
2203,Cải lương,cailuong/audio_8_256.wav,2,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2204,Cải lương,cailuong/audio_4_216.wav,1,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2205,Cải lương,cailuong/audio_4_216.wav,2,Vừa,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
2206,Cải lương,cailuong/audio_18_132.wav,1,Yếu,Cao,Rất trầm,Thấp,Nhanh,Rất thấp,Ít luyến
2207,Cải lương,cailuong/audio_18_132.wav,2,Vừa,Thấp,Trầm,Thấp,Chậm,Trung bình,Vừa
2208,Cải lương,cailuong/audio_15_154.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất cao,Vừa
2209,Cải lương,cailuong/audio_15_154.wav,2,Yếu,Cao,Trầm,Thấp,Nhanh,Rất cao,Ít luyến
2210,Cải lương,cailuong/audio_20_120.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
2211,Cải lương,cailuong/audio_20_120.wav,2,Yếu,Cao,Trầm,Cao,Nhanh,Rất cao,Vừa
2212,Cải lương,cailuong/audio_13_072.wav,1,Mạnh,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2213,Cải lương,cailuong/audio_13_072.wav,2,Yếu,Cao,Trầm,Cao,Nhanh,Rất cao,Vừa
2214,Cải lương,cailuong/audio_15_004.wav,1,Vừa,Cao,Trầm,Thấp,Nhanh,Rất cao,Nhiều luyến
2215,Cải lương,cailuong/audio_15_004.wav,2,Vừa,Cao,Trầm,Thấp,Nhanh,Rất cao,Nhiều luyến
2216,Cải lương,cailuong/audio_26_032.wav,1,Vừa,Cao,Trầm,Cao,Chậm,Cao,Nhiều luyến
2217,Cải lương,cailuong/audio_26_032.wav,2,Vừa,Cao,Trầm,Cao,Nhanh,Trung bình,Nhiều luyến
2218,Cải lương,cailuong/audio_8_036.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2219,Cải lương,cailuong/audio_8_036.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2220,Cải lương,cailuong/audio_4_019.wav,1,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2221,Cải lương,cailuong/audio_4_019.wav,2,Yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2222,Cải lương,cailuong/audio_20_154.wav,1,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2223,Cải lương,cailuong/audio_20_154.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2224,Cải lương,cailuong/audio_21_132.wav,1,Yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2225,Cải lương,cailuong/audio_21_132.wav,2,Vừa,Cao,Trung,Trung bình,Vừa,Rất cao,Ít luyến
2226,Cải lương,cailuong/audio_26_055.wav,1,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất thấp,Vừa
2227,Cải lương,cailuong/audio_26_055.wav,2,Vừa,Cao,Trầm,Cao,Nhanh,Rất thấp,Vừa
2228,Cải lương,cailuong/audio_26_059.wav,1,Vừa,Cao,Trầm,Trung bình,Nhanh,Thấp,Vừa
2229,Cải lương,cailuong/audio_26_059.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Thấp,Vừa
2230,Cải lương,cailuong/audio_12_150.wav,1,Vừa,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
2231,Cải lương,cailuong/audio_12_150.wav,2,Rất mạnh,Cao,Trầm,Cao,Chậm,Thấp,Vừa
2232,Cải lương,cailuong/audio_19_270.wav,1,Vừa,Cao,Trầm,Trung bình,Chậm,Cao,Ít luyến
2233,Cải lương,cailuong/audio_19_270.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2234,Cải lương,cailuong/audio_16_123.wav,1,Vừa,Cao,Trầm,Trung bình,Chậm,Cao,Nhiều luyến
2235,Cải lương,cailuong/audio_16_123.wav,2,Vừa,Cao,Cao,Thấp,Vừa,Rất cao,Nhiều luyến
2236,Cải lương,cailuong/audio_21_062.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2237,Cải lương,cailuong/audio_21_062.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2238,Cải lương,cailuong/audio_17_000.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Trung bình,Ít luyến
2239,Cải lương,cailuong/audio_17_000.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất thấp,Vừa
2240,Cải lương,cailuong/audio_25_109.wav,1,Vừa,Thấp,Trầm,Cao,Chậm,Rất cao,Vừa
2241,Cải lương,cailuong/audio_25_109.wav,2,Vừa,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2242,Cải lương,cailuong/audio_15_053.wav,1,Yếu,Cao,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
2243,Cải lương,cailuong/audio_15_053.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2244,Cải lương,cailuong/audio_6_121.wav,1,Rất yếu,Thấp,Trung,Cao,Vừa,Rất cao,Ít luyến
2245,Cải lương,cailuong/audio_6_121.wav,2,Rất yếu,Thấp,Trung,Cao,Nhanh,Rất cao,Ít luyến
2246,Cải lương,cailuong/audio_6_194.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2247,Cải lương,cailuong/audio_6_194.wav,2,Yếu,Thấp,Trầm,Cao,Chậm,Cao,Vừa
2248,Cải lương,cailuong/audio_19_080.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2249,Cải lương,cailuong/audio_19_080.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2250,Cải lương,cailuong/audio_25_043.wav,1,Rất yếu,Trung bình,Trung,Trung bình,Chậm,Rất cao,Vừa
2251,Cải lương,cailuong/audio_25_043.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2252,Cải lương,cailuong/audio_0_093.wav,1,Vừa,Cao,Trầm,Thấp,Vừa,Thấp,Vừa
2253,Cải lương,cailuong/audio_0_093.wav,2,Vừa,Thấp,Rất trầm,Thấp,Chậm,Cao,Vừa
2254,Cải lương,cailuong/audio_22_182.wav,1,Yếu,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
2255,Cải lương,cailuong/audio_22_182.wav,2,Mạnh,Cao,Trầm,Thấp,Chậm,Rất cao,Ít luyến
2256,Cải lương,cailuong/audio_11_227.wav,1,Rất yếu,Thấp,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2257,Cải lương,cailuong/audio_11_227.wav,2,Yếu,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2258,Cải lương,cailuong/audio_5_111.wav,1,Mạnh,Thấp,Trung,Thấp,Chậm,Rất cao,Ít luyến
2259,Cải lương,cailuong/audio_5_111.wav,2,Mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
2260,Cải lương,cailuong/audio_2_035.wav,1,Mạnh,Cao,Trầm,Cao,Vừa,Rất cao,Nhiều luyến
2261,Cải lương,cailuong/audio_2_035.wav,2,Mạnh,Cao,Trung,Cao,Nhanh,Rất cao,Nhiều luyến
2262,Cải lương,cailuong/audio_17_127.wav,1,Mạnh,Thấp,Trầm,Cao,Chậm,Rất cao,Vừa
2263,Cải lương,cailuong/audio_17_127.wav,2,Mạnh,Thấp,Trầm,Cao,Chậm,Rất cao,Vừa
2264,Cải lương,cailuong/audio_7_282.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2265,Cải lương,cailuong/audio_7_282.wav,2,Rất yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2266,Cải lương,cailuong/audio_26_080.wav,1,Vừa,Cao,Cao,Trung bình,Nhanh,Rất cao,Nhiều luyến
2267,Cải lương,cailuong/audio_26_080.wav,2,Vừa,Cao,Trầm,Thấp,Nhanh,Cao,Vừa
2268,Cải lương,cailuong/audio_21_144.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Ít luyến
2269,Cải lương,cailuong/audio_21_144.wav,2,Vừa,Cao,Trầm,Cao,Chậm,Cao,Vừa
2270,Cải lương,cailuong/audio_25_166.wav,1,Vừa,Cao,Rất trầm,Cao,Nhanh,Rất cao,Vừa
2271,Cải lương,cailuong/audio_25_166.wav,2,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Vừa
2272,Cải lương,cailuong/audio_24_173.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Vừa
2273,Cải lương,cailuong/audio_24_173.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2274,Cải lương,cailuong/audio_17_293.wav,1,Mạnh,Thấp,Rất trầm,Cao,Nhanh,Cao,Ít luyến
2275,Cải lương,cailuong/audio_17_293.wav,2,Mạnh,Thấp,Trầm,Cao,Nhanh,Cao,Vừa
2276,Cải lương,cailuong/audio_7_063.wav,1,Rất yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2277,Cải lương,cailuong/audio_7_063.wav,2,Rất yếu,Cao,Trung,Cao,Vừa,Rất cao,Ít luyến
2278,Cải lương,cailuong/audio_15_106.wav,1,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2279,Cải lương,cailuong/audio_15_106.wav,2,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2280,Cải lương,cailuong/audio_4_154.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Thấp,Vừa
2281,Cải lương,cailuong/audio_4_154.wav,2,Vừa,Cao,Trung,Thấp,Chậm,Rất cao,Vừa
2282,Cải lương,cailuong/audio_2_021.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2283,Cải lương,cailuong/audio_2_021.wav,2,Yếu,Cao,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
2284,Cải lương,cailuong/audio_7_110.wav,1,Yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2285,Cải lương,cailuong/audio_7_110.wav,2,Rất yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2286,Cải lương,cailuong/audio_2_153.wav,1,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2287,Cải lương,cailuong/audio_2_153.wav,2,Mạnh,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2288,Cải lương,cailuong/audio_9_125.wav,1,Vừa,Cao,Cao,Thấp,Chậm,Rất cao,Nhiều luyến
2289,Cải lương,cailuong/audio_9_125.wav,2,Vừa,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
2290,Cải lương,cailuong/audio_3_145.wav,1,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Ít luyến
2291,Cải lương,cailuong/audio_3_145.wav,2,Mạnh,Cao,Trung,Cao,Nhanh,Rất cao,Vừa
2292,Cải lương,cailuong/audio_23_169.wav,1,Mạnh,Cao,Trầm,Cao,Nhanh,Cao,Vừa
2293,Cải lương,cailuong/audio_23_169.wav,2,Yếu,Cao,Trầm,Cao,Chậm,Rất cao,Vừa
2294,Cải lương,cailuong/audio_18_238.wav,1,Yếu,Cao,Trầm,Thấp,Nhanh,Rất thấp,Vừa
2295,Cải lương,cailuong/audio_18_238.wav,2,Yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
2296,Cải lương,cailuong/audio_26_064.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
2297,Cải lương,cailuong/audio_26_064.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
2298,Cải lương,cailuong/audio_9_116.wav,1,Mạnh,Cao,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
2299,Cải lương,cailuong/audio_9_116.wav,2,Mạnh,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
2300,Cải lương,cailuong/audio_13_076.wav,1,Yếu,Cao,Trung,Cao,Chậm,Rất cao,Nhiều luyến
2301,Cải lương,cailuong/audio_13_076.wav,2,Vừa,Cao,Trầm,Cao,Vừa,Rất cao,Vừa
2302,Cải lương,cailuong/audio_24_260.wav,1,Vừa,Thấp,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2303,Cải lương,cailuong/audio_24_260.wav,2,Rất yếu,Cao,Cao,Thấp,Chậm,Rất cao,Ít luyến
2304,Cải lương,cailuong/audio_12_087.wav,1,Vừa,Cao,Trầm,Cao,Chậm,Trung bình,Vừa
2305,Cải lương,cailuong/audio_12_087.wav,2,Mạnh,Cao,Rất trầm,Cao,Chậm,Trung bình,Ít luyến
2306,Cải lương,cailuong/audio_15_168.wav,1,Vừa,Cao,Trung,Thấp,Chậm,Rất cao,Vừa
2307,Cải lương,cailuong/audio_15_168.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất cao,Vừa
2308,Cải lương,cailuong/audio_9_156.wav,1,Mạnh,Cao,Trầm,Trung bình,Chậm,Thấp,Ít luyến
2309,Cải lương,cailuong/audio_9_156.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Thấp,Vừa
2310,Cải lương,cailuong/audio_23_067.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
2311,Cải lương,cailuong/audio_23_067.wav,2,Yếu,Cao,Trung,Cao,Chậm,Rất cao,Vừa
2312,Cải lương,cailuong/audio_11_103.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
2313,Cải lương,cailuong/audio_11_103.wav,2,Vừa,Trung bình,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
2314,Cải lương,cailuong/audio_1_035.wav,1,Rất mạnh,Cao,Trầm,Thấp,Nhanh,Cao,Vừa
2315,Cải lương,cailuong/audio_1_035.wav,2,Rất mạnh,Cao,Trầm,Thấp,Vừa,Thấp,Vừa
2316,Cải lương,cailuong/audio_0_005.wav,1,Vừa,Thấp,Trung,Thấp,Chậm,Rất cao,Vừa
2317,Cải lương,cailuong/audio_0_005.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2318,Cải lương,cailuong/audio_23_295.wav,1,Yếu,Cao,Trung,Trung bình,Chậm,Cao,Ít luyến
2319,Cải lương,cailuong/audio_23_295.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Cao,Vừa
2320,Cải lương,cailuong/audio_22_188.wav,1,Mạnh,Cao,Trầm,Thấp,Chậm,Cao,Vừa
2321,Cải lương,cailuong/audio_22_188.wav,2,Yếu,Thấp,Trầm,Thấp,Vừa,Trung bình,Ít luyến
2322,Cải lương,cailuong/audio_2_102.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2323,Cải lương,cailuong/audio_2_102.wav,2,Vừa,Cao,Trung,Cao,Chậm,Rất cao,Vừa
2324,Cải lương,cailuong/audio_26_165.wav,1,Yếu,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2325,Cải lương,cailuong/audio_26_165.wav,2,Mạnh,Cao,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2326,Cải lương,cailuong/audio_3_043.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất cao,Ít luyến
2327,Cải lương,cailuong/audio_3_043.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2328,Cải lương,cailuong/audio_22_145.wav,1,Yếu,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
2329,Cải lương,cailuong/audio_22_145.wav,2,Yếu,Cao,Trầm,Thấp,Chậm,Thấp,Vừa
2330,Cải lương,cailuong/audio_7_041.wav,1,Rất yếu,Cao,Trung,Cao,Chậm,Rất cao,Ít luyến
2331,Cải lương,cailuong/audio_7_041.wav,2,Rất yếu,Cao,Trầm,Cao,Chậm,Rất cao,Ít luyến
